critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,direc_birthyear,birth_place,d_countries,age
Rasha Salti,Lebanon,Independent curator/film programmer,The Time That Remains ,Elia Suleiman,2009.0,Elia Suleiman,,/name/nm0837839/,1960.0,"Nazareth, Israel", Israel,59.0
Rasha Salti,Lebanon,Independent curator/film programmer,The Turin Horse ,Béla Tarr and Ágnes Hranitzky,2011.0,Béla Tarr, Ágnes Hranitzky,/name/nm0850601/,1955.0,"Pécs, Hungary", Hungary,64.0
Rasha Salti,Lebanon,Independent curator/film programmer,The Box of Life ,Ossama Mohammed,2002.0,Ossama Mohammed,,/name/nm0611256/,1954.0,"Lattakia, Syria", Syria,65.0
Rasha Salti,Lebanon,Independent curator/film programmer,Men at Work ,Mani Haghighi,2006.0,Mani Haghighi,,/name/nm2155679/,,,,
Rasha Salti,Lebanon,Independent curator/film programmer,Tey ,Alain Gomis,2012.0,Alain Gomis,,/name/nm0327120/,,,,
Rasha Salti,Lebanon,Independent curator/film programmer,A Touch of Sin ,Jia Zhangke,2013.0,Jia Zhangke,,/title/tt4092686/,,,,
Rasha Salti,Lebanon,Independent curator/film programmer,My Heart Beats Only for Her ,Mohamed Soueid,2009.0,Mohamed Soueid,,/name/nm5168085/,,,,
Rasha Salti,Lebanon,Independent curator/film programmer,Arabian Nights: Volume 1 – The Restless One ,Miguel Gomes,2015.0,Miguel Gomes,,/name/nm0326937/,,,,
Rasha Salti,Lebanon,Independent curator/film programmer,Nostalgia for the Light ,Patricio Guzmán,2010.0,Patricio Guzmán,,/name/nm0350099/,1941.0,"Santiago, Chile", Chile,78.0
Rasha Salti,Lebanon,Independent curator/film programmer,"I Travel Because I Have To, I Come Back Because I Love You ",Karim Aïnouz and Marcelo Gomes,2009.0,Karim Aïnouz, Marcelo Gomes,/name/nm0014694/,1966.0,"Fortaleza, Ceará, Brazil", Brazil,53.0
Eric Sasono,Indonesia,Freelance film critic,Werckmeister Harmonies ,Béla Tarr and Ágnes Hranitzky,2000.0,Béla Tarr, Ágnes Hranitzky,/name/nm0850601/,1955.0,"Pécs, Hungary", Hungary,64.0
Eric Sasono,Indonesia,Freelance film critic,Leviathan ,Lucien Castaing-Taylor and Verena Paravel,2012.0,Lucien Castaing-Taylor, Verena Paravel,/name/nm3626583/,,,,
Eric Sasono,Indonesia,Freelance film critic,The Gleaners and I ,Agnès Varda,2000.0,Agnès Varda,,/name/nm0889513/,1928.0,"Brussels, Belgium", Belgium,91.0
Eric Sasono,Indonesia,Freelance film critic,The Great Beauty ,Paolo Sorrentino,2013.0,Paolo Sorrentino,,/name/nm0815204/,1970.0,"Naples, Campania, Italy", Italy,49.0
Eric Sasono,Indonesia,Freelance film critic,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Eric Sasono,Indonesia,Freelance film critic,"Norte, the End of History ",Lav Diaz,2013.0,Lav Diaz,,/name/nm0225010/,1958.0,"Datu Paglas, Maguindanao, Mindanao, Philippines", Philippines,61.0
Eric Sasono,Indonesia,Freelance film critic,Caché ,Michael Haneke,2005.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Eric Sasono,Indonesia,Freelance film critic,Nostalgia for the Light ,Patricio Guzmán,2010.0,Patricio Guzmán,,/name/nm0350099/,1941.0,"Santiago, Chile", Chile,78.0
Eric Sasono,Indonesia,Freelance film critic,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Eric Sasono,Indonesia,Freelance film critic,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Nick Schager,US,Variety,The New World ,Terrence Malick,2005.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Nick Schager,US,Variety,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Nick Schager,US,Variety,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Nick Schager,US,Variety,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Nick Schager,US,Variety,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Nick Schager,US,Variety,Three Times ,Hou Hsiao-hsien,2005.0,Hou Hsiao-hsien,,/title/tt4092526/,,,,
Nick Schager,US,Variety,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Nick Schager,US,Variety,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Nick Schager,US,Variety,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,1958.0,"New York City, New York, USA", USA,61.0
Nick Schager,US,Variety,Pulse ,Kiyoshi Kurosawa,2001.0,Kiyoshi Kurosawa,,/name/nm0475905/,1955.0,"Kobe, Japan", Japan,64.0
Missy Schwartz,US,Freelance film critic,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Missy Schwartz,US,Freelance film critic,Zero Dark Thirty ,Kathryn Bigelow,2012.0,Kathryn Bigelow,,/name/nm0000941/,1951.0,"San Carlos, California, USA", USA,68.0
Missy Schwartz,US,Freelance film critic,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,1968.0,"Bloomington, Minnesota, USA", USA,51.0
Missy Schwartz,US,Freelance film critic,Brokeback Mountain ,Ang Lee,2005.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Missy Schwartz,US,Freelance film critic,The Departed ,Martin Scorsese,2006.0,Martin Scorsese,,/name/nm0000217/,1942.0,"Queens, New York City, New York, USA", USA,77.0
Missy Schwartz,US,Freelance film critic,12 Years a Slave ,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Missy Schwartz,US,Freelance film critic,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
Missy Schwartz,US,Freelance film critic,"Crouching Tiger, Hidden Dragon ",Ang Lee,2000.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Missy Schwartz,US,Freelance film critic,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Missy Schwartz,US,Freelance film critic,Beginners ,Mike Mills,2010.0,Mike Mills,,/name/nm0590122/,,,,
Matt Zoller Seitz,US,New York Magazine,Gett: The Trial of Viviane Amselem ,Ronit Elkabetz and Shlomi Elkabetz,2014.0,Ronit Elkabetz, Shlomi Elkabetz,/name/nm0253813/,1964.0,"Beersheba, Israel", Israel,55.0
Matt Zoller Seitz,US,New York Magazine,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Matt Zoller Seitz,US,New York Magazine,The Look of Silence ,Joshua Oppenheimer,2014.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Matt Zoller Seitz,US,New York Magazine,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Matt Zoller Seitz,US,New York Magazine,Knight of Cups ,Terrence Malick,2015.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Matt Zoller Seitz,US,New York Magazine,Inherent Vice ,Paul Thomas Anderson,2014.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Matt Zoller Seitz,US,New York Magazine,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Matt Zoller Seitz,US,New York Magazine,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Matt Zoller Seitz,US,New York Magazine,Godzilla ,Gareth Edwards,2014.0,Gareth Edwards,,/name/nm2284484/,1975.0,"Nuneaton, Warwickshire, England, UK", UK,44.0
Matt Zoller Seitz,US,New York Magazine,Under the Skin ,Jonathan Glazer,2013.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK,54.0
Avner Shavit,Israel,Walla,No ,Pablo Larraín,2012.0,Pablo Larraín,,/name/nm1883257/,1976.0,"Santiago, Chile", Chile,43.0
Avner Shavit,Israel,Walla,Persepolis ,Vincent Paronnaud and Marjane Satrapi,2007.0,Vincent Paronnaud, Marjane Satrapi,/name/nm1749112/,,,,
Avner Shavit,Israel,Walla,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Avner Shavit,Israel,Walla,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Avner Shavit,Israel,Walla,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,1951.0,"San Carlos, California, USA", USA,68.0
Avner Shavit,Israel,Walla,Girlhood ,Céline Sciamma,2014.0,Céline Sciamma,,/name/nm1780037/,1980.0,"Pontoise, Val-d'Oise, France", France,39.0
Avner Shavit,Israel,Walla,Eden ,Mia Hansen-Løve,2014.0,Mia Hansen-Løve,,/name/nm0361135/,1981.0,"Paris, France", France,38.0
Avner Shavit,Israel,Walla,A Touch of Sin ,Jia Zhangke,2013.0,Jia Zhangke,,/title/tt4092686/,,,,
Avner Shavit,Israel,Walla,24 Hour Party People ,Michael Winterbottom,2002.0,Michael Winterbottom,,/name/nm0935863/,1961.0,"Blackburn, Lancashire, England, UK", UK,58.0
Avner Shavit,Israel,Walla,Toni Erdmann ,Maren Ade,2016.0,Maren Ade,,/name/nm0011752/,1976.0,"Karlsruhe, Baden-Württemberg, Germany", Germany,43.0
Catherine Shoard,UK,The Guardian,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Catherine Shoard,UK,The Guardian,12 Years a Slave ,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Catherine Shoard,UK,The Guardian,Under the Skin ,Jonathan Glazer,2013.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK,54.0
Catherine Shoard,UK,The Guardian,Leviathan ,Andrey Zvyagintsev,2014.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],55.0
Catherine Shoard,UK,The Guardian,The Great Beauty ,Paolo Sorrentino,2013.0,Paolo Sorrentino,,/name/nm0815204/,1970.0,"Naples, Campania, Italy", Italy,49.0
Catherine Shoard,UK,The Guardian,Nebraska ,Alexander Payne,2013.0,Alexander Payne,,/name/nm0668247/,1961.0,"Omaha, Nebraska, USA", USA,58.0
Catherine Shoard,UK,The Guardian,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Catherine Shoard,UK,The Guardian,Team America: World Police ,Trey Parker,2004.0,Trey Parker,,/name/nm0005295/,1969.0,"Conifer, Colorado, USA", USA,50.0
Catherine Shoard,UK,The Guardian,Dogville ,Lars von Trier,2003.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark,63.0
Catherine Shoard,UK,The Guardian,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Larry Charles,2006.0,Larry Charles,,/name/nm0153078/,1956.0,"Brooklyn, New York City, New York, USA", USA,63.0
Yael Shuv,Israel,Time Out Tel Aviv,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China,72.0
Yael Shuv,Israel,Time Out Tel Aviv,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Yael Shuv,Israel,Time Out Tel Aviv,Margaret ,Kenneth Lonergan,2011.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA,57.0
Yael Shuv,Israel,Time Out Tel Aviv,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Yael Shuv,Israel,Time Out Tel Aviv,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Yael Shuv,Israel,Time Out Tel Aviv,Still Walking ,Hirokazu Koreeda,2008.0,Hirokazu Koreeda,,/name/nm0466153/,1962.0,"Tokyo, Japan", Japan,57.0
Yael Shuv,Israel,Time Out Tel Aviv,Moolaadé ,Ousmane Sembène,2004.0,Ousmane Sembène,,/name/nm0783733/,1923.0,"Ziguenchor, Casamance, Senegal", Senegal,96.0
Yael Shuv,Israel,Time Out Tel Aviv,Memento ,Christopher Nolan,2000.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Yael Shuv,Israel,Time Out Tel Aviv,Oldboy ,Park Chan-wook,2003.0,Park Chan-wook,,/name/nm0661791/,1963.0,"Seoul, South Korea", South Korea,56.0
Yael Shuv,Israel,Time Out Tel Aviv,"Crouching Tiger, Hidden Dragon ",Ang Lee,2000.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Matt Singer,US,ScreenCrush,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Matt Singer,US,ScreenCrush,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Matt Singer,US,ScreenCrush,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Matt Singer,US,ScreenCrush,Memento ,Christopher Nolan,2000.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Matt Singer,US,ScreenCrush,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Matt Singer,US,ScreenCrush,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Matt Singer,US,ScreenCrush,The Diving Bell and the Butterfly ,Julian Schnabel,2007.0,Julian Schnabel,,/name/nm0773603/,1951.0,"Brooklyn, New York, USA", USA,68.0
Matt Singer,US,ScreenCrush,My Winnipeg ,Guy Maddin,2007.0,Guy Maddin,,/name/nm0534665/,1956.0,"Winnipeg, Manitoba, Canada", Canada,63.0
Matt Singer,US,ScreenCrush,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,1968.0,"Bloomington, Minnesota, USA", USA,51.0
Matt Singer,US,ScreenCrush,Step Brothers ,Adam McKay,2008.0,Adam McKay,,/name/nm0570912/,1968.0,"Philadelphia, Pennsylvania, USA", USA,51.0
Justine A Smith,Canada,Freelance film critic,Bright Star ,Jane Campion,2009.0,Jane Campion,,/name/nm0001005/,1954.0,"Wellington, New Zealand", New Zealand,65.0
Justine A Smith,Canada,Freelance film critic,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia,74.0
Justine A Smith,Canada,Freelance film critic,Caché ,Michael Haneke,2005.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Justine A Smith,Canada,Freelance film critic,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Justine A Smith,Canada,Freelance film critic,Mr Turner ,Mike Leigh,2014.0,Mike Leigh,,/name/nm0005139/,1943.0,"Salford, Greater Manchester, England, UK", UK,76.0
Justine A Smith,Canada,Freelance film critic,Amour ,Michael Haneke,2012.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Justine A Smith,Canada,Freelance film critic,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Justine A Smith,Canada,Freelance film critic,Only Lovers Left Alive ,Jim Jarmusch,2013.0,Jim Jarmusch,,/name/nm0000464/,1953.0,"Akron, Ohio, USA", USA,66.0
Justine A Smith,Canada,Freelance film critic,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Justine A Smith,Canada,Freelance film critic,Tabu ,Miguel Gomes,2012.0,Miguel Gomes,,/name/nm0326937/,,,,
Eric D Snider,US,Freelance film critic,Memento ,Christopher Nolan,2000.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Eric D Snider,US,Freelance film critic,Requiem for a Dream ,Darren Aronofsky,2000.0,Darren Aronofsky,,/name/nm0004716/,1969.0,"Brooklyn, New York City, New York, USA", USA,50.0
Eric D Snider,US,Freelance film critic,The Lord of the Rings: The Return of the King ,Peter Jackson,2003.0,Peter Jackson,,/name/nm0001392/,1961.0,"Pukerua Bay, North Island, New Zealand", New Zealand,58.0
Eric D Snider,US,Freelance film critic,Drive ,Nicolas Winding Refn,2011.0,Nicolas Winding Refn,,/name/nm0716347/,1970.0,"Copenhagen, Denmark", Denmark,49.0
Eric D Snider,US,Freelance film critic,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Eric D Snider,US,Freelance film critic,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia,74.0
Eric D Snider,US,Freelance film critic,Kill List ,Ben Wheatley,2011.0,Ben Wheatley,,/name/nm1296554/,,,,
Eric D Snider,US,Freelance film critic,Toy Story 3 ,Lee Unkrich,2010.0,Lee Unkrich,,/name/nm0881279/,1967.0,"Cleveland, Ohio, USA", USA,52.0
Eric D Snider,US,Freelance film critic,Kiss Kiss Bang Bang ,Shane Black,2005.0,Shane Black,,/name/nm0000948/,1961.0,"Pittsburgh, Pennsylvania, USA", USA,58.0
Eric D Snider,US,Freelance film critic,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,Amélie ,Jean-Pierre Jeunet,2001.0,Jean-Pierre Jeunet,,/name/nm0000466/,1953.0,"Roanne, Loire, Rhône-Alpes, France", France,66.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,Memento ,Christopher Nolan,2000.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,Memories of Murder ,Bong Joon-ho,2003.0,Bong Joon-ho,,/name/nm0094435/,1969.0,"Daegu, South Korea", South Korea,50.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA,54.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,Bowling for Columbine ,Michael Moore,2002.0,Michael Moore,,/name/nm0601619/,1954.0,"Flint, Michigan, USA", USA,65.0
Soh Jae Yong,South Korea,Seoul Institute of the Arts,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,Son of Saul ,László Nemes,2015.0,László Nemes,,/name/nm1841577/,1977.0,"Budapest, Hungary", Hungary,42.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,Ida ,Paweł Pawlikowski,2013.0,Paweł Pawlikowski,,/name/nm0667734/,1957.0,"Warsaw, Mazowieckie, Poland", Poland,62.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,Still Walking ,Hirokazu Koreeda,2008.0,Hirokazu Koreeda,,/name/nm0466153/,1962.0,"Tokyo, Japan", Japan,57.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,Dogville ,Lars von Trier,2003.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark,63.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,Birdman ,Alejandro González Iñárritu,2014.0,Alejandro González Iñárritu,,/name/nm0327944/,1963.0,"Mexico City, Distrito Federal, Mexico", Mexico,56.0
Fernanda Solórzano,Mexico,Letras Libres Magazine,Grizzly Man ,Werner Herzog,2005.0,Werner Herzog,,/name/nm0001348/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
David Stratton,Australia,The Australian,Amour ,Michael Haneke,2012.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
David Stratton,Australia,The Australian,Distant ,Nuri Bilge Ceylan,2002.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey,60.0
David Stratton,Australia,The Australian,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
David Stratton,Australia,The Australian,Samson & Delilah ,Warwick Thornton,2009.0,Warwick Thornton,,/name/nm0861610/,,,,
David Stratton,Australia,The Australian,Leviathan ,Andrey Zvyagintsev,2014.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],55.0
David Stratton,Australia,The Australian,Still Walking ,Hirokazu Koreeda,2008.0,Hirokazu Koreeda,,/name/nm0466153/,1962.0,"Tokyo, Japan", Japan,57.0
David Stratton,Australia,The Australian,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
David Stratton,Australia,The Australian,Million Dollar Baby ,Clint Eastwood,2004.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA,89.0
